Time (sec),Extension (in),Load (lbf),Strain 1 (%)
77.70,0.13,10939.32,2.10
77.80,0.13,10942.95,2.10
77.90,0.13,10946.68,2.11
78.00,0.13,10949.36,2.11
78.10,0.13,10953.37,2.12
78.20,0.13,10957.28,2.12
78.30,0.13,10961.25,2.13
78.40,0.13,10965.32,2.13
78.50,0.13,10967.94,2.14
78.60,0.13,10971.89,2.14
78.70,0.13,10975.52,2.15
78.80,0.13,10979.77,2.15
78.90,0.13,10985.02,2.16
79.00,0.13,10987.39,2.16
79.10,0.13,10991.51,2.17
79.20,0.13,10994.55,2.18
79.30,0.13,10998.54,2.18
79.40,0.13,11004.12,2.19
79.50,0.13,11007.33,2.19
79.60,0.13,11011.37,2.20
79.70,0.13,11013.21,2.20
79.80,0.13,11017.26,2.21
79.90,0.13,11021.06,2.21
80.00,0.13,11025.43,2.22
80.10,0.13,11029.50,2.22
80.20,0.13,11031.53,2.23
80.30,0.13,11035.47,2.23
80.40,0.13,11039.04,2.24
80.50,0.13,11043.03,2.24
80.60,0.13,11048.09,2.25
80.70,0.13,11050.69,2.25
80.80,0.13,11053.69,2.26
80.90,0.13,11057.53,2.26
81.00,0.14,11060.73,2.27
81.10,0.14,11066.12,2.27
81.20,0.14,11069.46,2.28
81.30,0.14,11072.74,2.28
81.40,0.14,11075.74,2.29
81.50,0.14,11079.27,2.29
81.60,0.14,11084.10,2.30
81.70,0.14,11087.54,2.30
81.80,0.14,11091.55,2.31
81.90,0.14,11093.92,2.31
82.00,0.14,11097.47,2.32
82.10,0.14,11101.81,2.33
82.20,0.14,11105.25,2.33
82.30,0.14,11109.67,2.34
82.40,0.14,11111.58,2.34
82.50,0.14,11114.41,2.35
82.60,0.14,11119.02,2.35
82.70,0.14,11122.34,2.36
82.80,0.14,11127.13,2.36
82.90,0.14,11130.22,2.37
83.00,0.14,11133.01,2.37
83.10,0.14,11137.13,2.38
83.20,0.14,11140.37,2.38
83.30,0.14,11145.52,2.39
83.40,0.14,11149.07,2.39
83.50,0.14,11152.27,2.40
83.60,0.14,11154.95,2.40
83.70,0.14,11158.02,2.41
83.80,0.14,11162.24,2.41
83.90,0.14,11165.98,2.42
84.00,0.14,11169.86,2.42
84.10,0.14,11172.97,2.43
84.20,0.14,11176.04,2.43
84.30,0.14,11180.73,2.44
84.40,0.14,11183.89,2.44
84.50,0.14,11188.25,2.45
84.60,0.14,11191.93,2.45
84.70,0.14,11193.88,2.46
84.80,0.14,11198.31,2.46
84.90,0.14,11200.75,2.47
85.00,0.14,11205.03,2.47
85.10,0.14,11208.90,2.48
85.20,0.14,11211.88,2.48
85.30,0.14,11215.23,2.49
85.40,0.14,11217.94,2.50
85.50,0.14,11222.15,2.50
85.60,0.14,11226.02,2.51
85.70,0.14,11229.84,2.51
85.80,0.14,11232.90,2.52
85.90,0.14,11236.26,2.52
86.00,0.14,11240.08,2.53
86.10,0.14,11243.54,2.53
86.20,0.14,11247.23,2.54
86.30,0.14,11250.45,2.54
86.40,0.14,11253.52,2.55
86.50,0.14,11257.72,2.55
86.60,0.14,11260.02,2.56
86.70,0.14,11264.19,2.56
86.80,0.14,11268.61,2.57
86.90,0.14,11270.47,2.57
87.00,0.15,11274.45,2.58
87.10,0.15,11276.96,2.58
87.20,0.15,11281.14,2.59
87.30,0.15,11285.64,2.59
87.40,0.15,11289.22,2.60
87.50,0.15,11292.32,2.60
87.60,0.15,11294.22,2.61
87.70,0.15,11297.67,2.61
87.80,0.15,11301.99,2.62
87.90,0.15,11305.24,2.62
88.00,0.15,11309.37,2.63
88.10,0.15,11311.27,2.63
88.20,0.15,11315.03,2.64
88.30,0.15,11318.74,2.64
88.40,0.15,11322.24,2.65
88.50,0.15,11327.17,2.66
88.60,0.15,11328.68,2.66
88.70,0.15,11332.28,2.67
88.80,0.15,11335.19,2.67
88.90,0.15,11338.07,2.68
89.00,0.15,11343.40,2.68
89.10,0.15,11346.16,2.69
89.20,0.15,11349.23,2.69
89.30,0.15,11352.12,2.70
89.40,0.15,11355.41,2.70
89.50,0.15,11359.60,2.71
89.60,0.15,11363.17,2.71
89.70,0.15,11366.92,2.72
89.80,0.15,11369.33,2.72
89.90,0.15,11372.31,2.73
90.00,0.15,11376.00,2.73
90.10,0.15,11379.08,2.74
90.20,0.15,11383.18,2.74
90.30,0.15,11385.55,2.75
90.40,0.15,11388.74,2.75
90.50,0.15,11392.10,2.76
90.60,0.15,11395.51,2.76
90.70,0.15,11400.56,2.77
90.80,0.15,11402.57,2.77
90.90,0.15,11405.11,2.78
91.00,0.15,11408.83,2.78
91.10,0.15,11411.30,2.79
91.20,0.15,11416.04,2.79
91.30,0.15,11419.60,2.80
91.40,0.15,11422.33,2.81
91.50,0.15,11424.94,2.81
91.60,0.15,11427.96,2.82
91.70,0.15,11431.50,2.82
91.80,0.15,11435.24,2.83
91.90,0.15,11439.85,2.83
92.00,0.15,11442.01,2.84
92.10,0.15,11444.79,2.84
92.20,0.15,11448.65,2.85
92.30,0.15,11450.93,2.85
92.40,0.15,11456.03,2.86
92.50,0.15,11458.59,2.86
92.60,0.15,11460.91,2.87
92.70,0.15,11464.59,2.87
92.80,0.15,11466.25,2.88
92.90,0.15,11470.80,2.88
93.00,0.16,11474.05,2.89
93.10,0.16,11476.21,2.89
93.20,0.16,11480.00,2.90
93.30,0.16,11482.88,2.90
93.40,0.16,11486.95,2.91
93.50,0.16,11490.53,2.91
93.60,0.16,11494.18,2.92
93.70,0.16,11496.98,2.93
93.80,0.16,11499.31,2.94
93.90,0.16,11503.06,2.94
94.00,0.16,11505.96,2.95
94.10,0.16,11509.61,2.96
94.20,0.16,11513.11,2.98
94.30,0.16,11514.75,2.98
94.40,0.16,11518.84,2.97
94.50,0.16,11521.34,2.97
94.60,0.16,11525.19,2.94
94.70,0.16,11529.13,2.15
94.80,0.16,11531.16,0.54
94.90,0.16,11534.52,0.41
95.00,0.16,11536.47,0.13
95.10,0.16,11539.85,0.02
95.20,0.16,11542.77,0.03
95.30,0.16,11546.26,0.03
95.40,0.16,11548.37,0.00
95.50,0.16,11550.76,-0.11
95.60,0.16,11554.70,-0.18
95.70,0.16,11558.27,-1.40
95.80,0.16,11561.80,-3.40
95.90,0.16,11565.88,-3.45
96.00,0.16,11567.61,-3.21
96.10,0.16,11571.20,-2.61
96.20,0.16,11574.46,-2.75
96.30,0.16,11577.35,-1.50
96.40,0.16,11581.82,-1.58
96.50,0.16,11583.76,-0.70
96.60,0.16,11587.02,-1.10
96.70,0.16,11589.49,-1.09
96.80,0.16,11592.48,-0.45
96.90,0.16,11596.36,-0.78
97.00,0.16,11599.39,-1.72
97.10,0.16,11602.92,-3.51
97.20,0.16,11604.81,-7.31
97.30,0.16,11607.55,-0.66
97.40,0.16,11611.01,-2.48
97.50,0.16,11614.31,-3.97
97.60,0.16,11618.17,-4.18
97.70,0.16,11619.55,-4.83
97.80,0.16,11622.69,-4.56
97.90,0.16,11626.26,-6.46
98.00,0.16,11628.71,-5.34
98.10,0.16,11633.50,-5.58
98.20,0.16,11635.30,-4.17
98.30,0.16,11637.91,-1.74
98.40,0.16,11641.76,-1.77
98.50,0.16,11644.50,-1.95
98.60,0.16,11648.88,-1.66
98.70,0.16,11650.93,-1.57
98.80,0.16,11653.51,-1.86
98.90,0.16,11656.53,-1.67
99.00,0.17,11659.22,-1.80
99.10,0.17,11663.04,-1.69
99.20,0.17,11666.17,-1.78
99.30,0.17,11668.91,-1.71
99.40,0.17,11671.01,-1.77
99.50,0.17,11673.31,-1.72
99.60,0.17,11677.38,-1.76
99.70,0.17,11680.49,-1.73
99.80,0.17,11684.92,-1.75
99.90,0.17,11686.96,-1.74
100.00,0.17,11689.34,-1.74
100.10,0.17,11693.62,-1.74
100.20,0.17,11695.55,-1.74
100.30,0.17,11700.14,-1.75
100.40,0.17,11701.90,-1.73
100.50,0.17,11703.86,-1.75
100.60,0.17,11706.85,-1.73
100.70,0.17,11709.43,-1.75
100.80,0.17,11713.52,-1.73
100.90,0.17,11716.94,-1.75
101.00,0.17,11719.15,-1.73
101.10,0.17,11721.88,-1.75
101.20,0.17,11724.22,-1.74
101.30,0.17,11727.85,-1.75
101.40,0.17,11730.87,-1.74
101.50,0.17,11734.13,-1.74
101.60,0.17,11736.55,-1.74
101.70,0.17,11738.28,-1.74
101.80,0.17,11742.18,-1.75
101.90,0.17,11744.57,-1.74
102.00,0.17,11748.59,-1.75
102.10,0.17,11751.18,-1.74
102.20,0.17,11753.09,-1.75
102.30,0.17,11756.81,-1.74
102.40,0.17,11758.86,-1.75
102.50,0.17,11762.59,-1.74
102.60,0.17,11766.32,-1.74
102.70,0.17,11768.12,-1.74
102.80,0.17,11771.07,-1.74
102.90,0.17,11773.12,-1.74
103.00,0.17,11776.66,-1.74
103.10,0.17,11780.12,-1.74
103.20,0.17,11782.55,-1.74
103.30,0.17,11785.89,-1.74
103.40,0.17,11787.35,-1.74
103.50,0.17,11790.43,-1.74
103.60,0.17,11793.69,-1.74
103.70,0.17,11796.63,-1.74
103.80,0.17,11800.01,-1.74
103.90,0.17,11801.44,-1.74
104.00,0.17,11805.06,-1.74
104.10,0.17,11807.86,-1.74
104.20,0.17,11810.78,-1.74
104.30,0.17,11814.51,-1.74
104.40,0.17,11816.15,-1.74
104.50,0.17,11818.98,-1.74
104.60,0.17,11821.77,-1.74
104.70,0.17,11824.38,-1.74
104.80,0.17,11828.70,-1.74
104.90,0.17,11831.33,-1.74
105.00,0.18,11833.88,-1.74
105.10,0.18,11836.11,-1.74
105.20,0.18,11838.89,-1.75
105.30,0.18,11842.89,-1.74
105.40,0.18,11845.49,-1.74
105.50,0.18,11848.34,-1.74
105.60,0.18,11849.13,-1.74
105.70,0.18,11851.88,-1.74
105.80,0.18,11854.67,-1.74
105.90,0.18,11858.25,-1.74
106.00,0.18,11862.51,-1.74
106.10,0.18,11863.44,-1.74
106.20,0.18,11866.57,-1.74
106.30,0.18,11868.90,-1.74
106.40,0.18,11871.85,-1.74
106.50,0.18,11876.59,-1.74
106.60,0.18,11879.08,-1.74
106.70,0.18,11881.18,-1.74
106.80,0.18,11883.71,-1.74
106.90,0.18,11885.17,-1.74
107.00,0.18,11889.37,-1.74
107.10,0.18,11892.29,-1.74
107.20,0.18,11895.05,-1.74
107.30,0.18,11896.40,-1.74
107.40,0.18,11898.80,-1.74
107.50,0.18,11902.08,-1.74
107.60,0.18,11904.81,-1.74
107.70,0.18,11908.70,-1.74
107.80,0.18,11909.53,-1.74
107.90,0.18,11912.51,-1.74
108.00,0.18,11915.59,-1.74
108.10,0.18,11917.92,-1.74
108.20,0.18,11921.81,-1.74
108.30,0.18,11923.63,-1.74
108.40,0.18,11924.90,-1.74
108.50,0.18,11928.76,-1.74
108.60,0.18,11931.05,-1.74
108.70,0.18,11935.48,-1.74
108.80,0.18,11938.13,-1.74
108.90,0.18,11940.04,-1.74
109.00,0.18,11942.39,-1.74
109.10,0.18,11944.50,-1.74
109.20,0.18,11948.19,-1.74
109.30,0.18,11950.54,-1.74
109.40,0.18,11954.35,-1.74
109.50,0.18,11955.61,-1.74
109.60,0.18,11957.43,-1.74
109.70,0.18,11961.01,-1.74
109.80,0.18,11963.28,-1.74
109.90,0.18,11966.45,-1.74
110.00,0.18,11969.77,-1.74
110.10,0.18,11971.36,-1.74
110.20,0.18,11974.09,-1.74
110.30,0.18,11976.58,-1.74
110.40,0.18,11980.33,-1.74
110.50,0.18,11983.14,-1.74
110.60,0.18,11984.98,-1.74
110.70,0.18,11987.52,-1.74
110.80,0.18,11989.02,-1.74
110.90,0.18,11993.04,-1.74
111.00,0.19,11995.52,-1.74
111.10,0.19,11998.41,-1.74
111.20,0.19,12001.15,-1.74
111.30,0.19,12002.66,-1.74
111.40,0.19,12006.27,-1.74
111.50,0.19,12008.44,-1.74
111.60,0.19,12011.41,-1.74
111.70,0.19,12014.67,-1.74
111.80,0.19,12015.73,-1.74
111.90,0.19,12018.37,-1.74
112.00,0.19,12020.85,-1.74
112.10,0.19,12023.46,-1.74
112.20,0.19,12026.65,-1.74
112.30,0.19,12028.48,-1.74
112.40,0.19,12031.15,-1.74
112.50,0.19,12033.30,-1.74
112.60,0.19,12036.52,-1.74
112.70,0.19,12040.08,-1.74
112.80,0.19,12042.20,-1.74
112.90,0.19,12044.37,-1.74
113.00,0.19,12045.67,-1.74
113.10,0.19,12048.77,-1.74
113.20,0.19,12051.31,-1.74
113.30,0.19,12054.72,-1.74
113.40,0.19,12057.76,-1.74
113.50,0.19,12058.15,-1.74
113.60,0.19,12061.04,-1.74
113.70,0.19,12063.81,-1.74
113.80,0.19,12066.76,-1.74
113.90,0.19,12070.86,-1.74
114.00,0.19,12071.78,-1.74
114.10,0.19,12074.16,-1.74
114.20,0.19,12076.77,-1.74
114.30,0.19,12078.86,-1.74
114.40,0.19,12083.35,-1.74
114.50,0.19,12085.42,-1.74
114.60,0.19,12087.45,-1.74
114.70,0.19,12089.07,-1.74
114.80,0.19,12091.14,-1.74
114.90,0.19,12094.88,-1.75
115.00,0.19,12097.82,-1.75
115.10,0.19,12100.96,-1.74
115.20,0.19,12101.91,-1.74
115.30,0.19,12104.01,-1.74
115.40,0.19,12106.55,-1.75
115.50,0.19,12109.74,-1.74
115.60,0.19,12113.61,-1.74
115.70,0.19,12114.33,-1.74
115.80,0.19,12116.28,-1.74
115.90,0.19,12119.08,-1.74
116.00,0.19,12120.89,-1.74
116.10,0.19,12124.76,-1.74
116.20,0.19,12126.78,-1.74
116.30,0.19,12128.65,-1.75
116.40,0.19,12131.04,-1.74
116.50,0.19,12133.15,-1.74
116.60,0.19,12137.07,-1.74
116.70,0.19,12139.22,-1.74
116.80,0.19,12141.83,-1.74
116.90,0.19,12143.56,-1.75
117.00,0.20,12145.49,-1.74
117.10,0.20,12148.54,-1.75
117.20,0.20,12151.13,-1.74
117.30,0.20,12154.40,-1.75
117.40,0.20,12155.35,-1.74
117.50,0.20,12157.20,-1.74
117.60,0.20,12160.00,-1.74
117.70,0.20,12161.82,-1.74
117.80,0.20,12165.96,-1.74
117.90,0.20,12168.40,-1.74
118.00,0.20,12169.36,-1.74
118.10,0.20,12172.27,-1.74
118.20,0.20,12173.80,-1.74
118.30,0.20,12177.69,-1.74
118.40,0.20,12180.41,-1.74
118.50,0.20,12182.49,-1.74
118.60,0.20,12184.95,-1.74
118.70,0.20,12186.23,-1.74
118.80,0.20,12189.94,-1.74
118.90,0.20,12192.68,-1.74
119.00,0.20,12195.14,-1.74
119.10,0.20,12197.47,-1.74
119.20,0.20,12198.88,-1.74
119.30,0.20,12201.66,-1.74
119.40,0.20,12203.27,-1.74
119.50,0.20,12206.48,-1.74
119.60,0.20,12209.33,-1.74
119.70,0.20,12210.14,-1.74
119.80,0.20,12212.98,-1.74
119.90,0.20,12214.46,-1.74
120.00,0.20,12217.04,-1.74
120.10,0.20,12220.91,-1.74
120.20,0.20,12221.71,-1.74
120.30,0.20,12224.64,-1.74
120.40,0.20,12226.60,-1.74
120.50,0.20,12229.34,-1.74
120.60,0.20,12232.29,-1.74
120.70,0.20,12234.50,-1.74
120.80,0.20,12237.39,-1.74
120.90,0.20,12238.59,-1.74
121.00,0.20,12241.26,-1.74
121.10,0.20,12243.31,-1.74
121.20,0.20,12246.22,-1.74
121.30,0.20,12248.76,-1.74
121.40,0.20,12250.15,-1.74
121.50,0.20,12252.82,-1.74
121.60,0.20,12254.97,-1.74
121.70,0.20,12257.42,-1.74
121.80,0.20,12260.92,-1.74
121.90,0.20,12262.01,-1.74
122.00,0.20,12264.53,-1.74
122.10,0.20,12266.52,-1.74
122.20,0.20,12268.94,-1.74
122.30,0.20,12272.42,-1.74
122.40,0.20,12274.18,-1.74
122.50,0.20,12276.38,-1.74
122.60,0.20,12277.08,-1.74
122.70,0.20,12279.44,-1.75
122.80,0.20,12282.09,-1.74
122.90,0.20,12284.59,-1.75
123.00,0.21,12287.87,-1.74
123.10,0.21,12288.13,-1.75
123.20,0.21,12290.29,-1.75
123.30,0.21,12293.11,-1.75
123.40,0.21,12295.71,-1.74
123.50,0.21,12299.53,-1.75
123.60,0.21,12300.07,-1.74
123.70,0.21,12302.02,-1.75
123.80,0.21,12304.38,-1.74
123.90,0.21,12305.94,-1.74
124.00,0.21,12310.25,-1.74
124.10,0.21,12311.85,-1.74
124.20,0.21,12313.70,-1.75
124.30,0.21,12316.06,-1.74
124.40,0.21,12318.18,-1.75
124.50,0.21,12321.21,-1.74
124.60,0.21,12323.04,-1.75
124.70,0.21,12325.30,-1.74
124.80,0.21,12326.31,-1.75
124.90,0.21,12328.12,-1.74
125.00,0.21,12331.25,-1.75
125.10,0.21,12333.38,-1.74
125.20,0.21,12336.30,-1.74
125.30,0.21,12338.38,-1.75
125.40,0.21,12339.44,-1.74
125.50,0.21,12342.70,-1.75
125.60,0.21,12344.80,-1.74
125.70,0.21,12347.86,-1.75
125.80,0.21,12349.91,-1.74
125.90,0.21,12351.21,-1.74
126.00,0.21,12353.62,-1.74
126.10,0.21,12355.12,-1.74
126.20,0.21,12358.50,-1.75
126.30,0.21,12359.67,-1.75
126.40,0.21,12361.52,-1.75
126.50,0.21,12362.77,-1.74
126.60,0.21,12365.12,-1.75
126.70,0.21,12368.37,-1.74
126.80,0.21,12370.91,-1.75
126.90,0.21,12373.65,-1.75
127.00,0.21,12374.89,-1.75
127.10,0.21,12376.20,-1.76
127.20,0.21,12379.35,-1.75
127.30,0.21,12380.81,-1.76
127.40,0.21,12383.90,-1.75
127.50,0.21,12386.84,-1.75
127.60,0.21,12387.17,-1.75
127.70,0.21,12390.27,-1.75
127.80,0.21,12391.09,-1.75
127.90,0.21,12394.08,-1.75
128.00,0.21,12397.17,-1.75
128.10,0.21,12398.60,-1.75
128.20,0.21,12401.19,-1.75
128.30,0.21,12402.21,-1.75
128.40,0.21,12404.45,-1.75
128.50,0.21,12406.69,-1.75
128.60,0.21,12409.29,-1.75
128.70,0.21,12410.89,-1.74
128.80,0.21,12411.88,-1.75
128.90,0.21,12414.51,-1.75
129.00,0.22,12416.68,-1.75
129.10,0.22,12419.14,-1.75
129.20,0.22,12422.46,-1.75
129.30,0.22,12422.92,-1.74
129.40,0.22,12425.74,-1.74
129.50,0.22,12427.62,-1.74
129.60,0.22,12429.89,-1.74
129.70,0.22,12433.43,-1.74
129.80,0.22,12434.34,-1.74
129.90,0.22,12436.70,-1.74
130.00,0.22,12437.90,-1.74
130.10,0.22,12439.69,-1.74
130.20,0.22,12442.44,-1.74
130.30,0.22,12445.11,-1.74
130.40,0.22,12447.05,-1.75
130.50,0.22,12448.32,-1.75
130.60,0.22,12449.94,-1.74
130.70,0.22,12452.42,-1.74
130.80,0.22,12454.85,-1.76
130.90,0.22,12457.71,-1.75
131.00,0.22,12458.30,-1.75
131.10,0.22,12460.24,-1.74
131.20,0.22,12462.80,-1.74
131.30,0.22,12464.95,-1.74
131.40,0.22,12468.72,-1.75
131.50,0.22,12468.92,-1.75
131.60,0.22,12470.50,-1.75
131.70,0.22,12472.40,-1.75
131.80,0.22,12474.50,-1.75
131.90,0.22,12478.03,-1.76
132.00,0.22,12479.80,-1.76
132.10,0.22,12481.71,-1.76
132.20,0.22,12482.86,-1.76
132.30,0.22,12484.44,-1.76
132.40,0.22,12487.54,-1.76
132.50,0.22,12489.72,-1.75
132.60,0.22,12492.18,-1.75
132.70,0.22,12493.16,-1.75
132.80,0.22,12494.19,-1.75
132.90,0.22,12497.00,-1.75
133.00,0.22,12498.93,-1.75
133.10,0.22,12502.44,-1.75
133.20,0.22,12503.44,-1.75
133.30,0.22,12504.84,-1.75
133.40,0.22,12507.54,-1.75
133.50,0.22,12508.79,-1.75
133.60,0.22,12512.29,-1.75
133.70,0.22,12514.00,-1.75
133.80,0.22,12515.19,-1.75
133.90,0.22,12517.17,-1.75
134.00,0.22,12518.97,-1.75
134.10,0.22,12522.05,-1.75
134.20,0.22,12523.73,-1.75
134.30,0.22,12525.83,-1.75
134.40,0.22,12527.28,-1.75
134.50,0.22,12528.56,-1.74
134.60,0.22,12531.55,-1.74
134.70,0.22,12533.10,-1.74
134.80,0.22,12535.54,-1.74
134.90,0.22,12537.39,-1.74
135.00,0.23,12538.29,-1.74
135.10,0.23,12541.34,-1.74
135.20,0.23,12542.34,-1.74
135.30,0.23,12545.48,-1.74
135.40,0.23,12547.68,-1.74
135.50,0.23,12547.80,-1.74
135.60,0.23,12550.58,-1.74
135.70,0.23,12551.75,-1.74
135.80,0.23,12554.36,-1.74
135.90,0.23,12557.39,-1.74
136.00,0.23,12559.24,-1.74
136.10,0.23,12560.54,-1.74
136.20,0.23,12561.86,-1.74
136.30,0.23,12564.95,-1.74
136.40,0.23,12566.74,-1.74
136.50,0.23,12569.32,-1.74
136.60,0.23,12571.44,-1.74
136.70,0.23,12571.42,-1.74
136.80,0.23,12573.46,-1.74
136.90,0.23,12575.63,-1.74
137.00,0.23,12577.96,-1.74
137.10,0.23,12580.36,-1.75
137.20,0.23,12580.91,-1.74
137.30,0.23,12582.77,-1.75
137.40,0.23,12583.70,-1.74
137.50,0.23,12585.96,-1.75
137.60,0.23,12588.97,-1.74
137.70,0.23,12590.55,-1.75
137.80,0.23,12592.44,-1.75
137.90,0.23,12593.88,-1.75
138.00,0.23,12595.80,-1.75
138.10,0.23,12597.97,-1.75
138.20,0.23,12600.22,-1.75
138.30,0.23,12602.31,-1.75
138.40,0.23,12602.86,-1.75
138.50,0.23,12605.17,-1.75
138.60,0.23,12607.55,-1.75
138.70,0.23,12609.39,-1.75
138.80,0.23,12612.61,-1.75
138.90,0.23,12612.75,-1.75
139.00,0.23,12615.04,-1.75
139.10,0.23,12616.78,-1.75
139.20,0.23,12618.81,-1.75
139.30,0.23,12622.10,-1.75
139.40,0.23,12622.51,-1.75
139.50,0.23,12624.03,-1.74
139.60,0.23,12625.90,-1.74
139.70,0.23,12627.55,-1.74
139.80,0.23,12630.99,-1.74
139.90,0.23,12632.61,-1.74
140.00,0.23,12634.35,-1.74
140.10,0.23,12634.86,-1.74
140.20,0.23,12636.19,-1.75
140.30,0.23,12639.18,-1.75
140.40,0.23,12641.15,-1.74
140.50,0.23,12643.97,-1.75
140.60,0.23,12644.31,-1.75
140.70,0.23,12645.47,-1.75
140.80,0.23,12648.31,-1.74
140.90,0.23,12650.01,-1.75
141.00,0.24,12652.99,-1.75
141.10,0.24,12654.51,-1.75
141.20,0.24,12655.78,-1.75
141.30,0.24,12657.33,-1.75
141.40,0.24,12658.96,-1.75
141.50,0.24,12662.22,-1.75
141.60,0.24,12663.84,-1.75
141.70,0.24,12665.00,-1.75
141.80,0.24,12666.45,-1.75
141.90,0.24,12667.61,-1.75
142.00,0.24,12669.76,-1.75
142.10,0.24,12672.15,-1.75
142.20,0.24,12674.50,-1.75
142.30,0.24,12675.43,-1.75
142.40,0.24,12677.31,-1.75
142.50,0.24,12679.58,-1.75
142.60,0.24,12680.70,-1.75
142.70,0.24,12683.51,-1.75
142.80,0.24,12684.78,-1.75
142.90,0.24,12685.85,-1.75
143.00,0.24,12688.24,-1.75
143.10,0.24,12689.05,-1.74
143.20,0.24,12692.05,-1.74
143.30,0.24,12693.62,-1.74
143.40,0.24,12694.39,-1.75
143.50,0.24,12696.39,-1.75
143.60,0.24,12697.57,-1.74
143.70,0.24,12700.69,-1.74
143.80,0.24,12702.84,-1.74
143.90,0.24,12703.99,-1.74
144.00,0.24,12705.88,-1.75
144.10,0.24,12706.83,-1.74
144.20,0.24,12709.52,-1.74
144.30,0.24,12711.07,-1.74
144.40,0.24,12713.18,-1.74
144.50,0.24,12715.15,-1.74
144.60,0.24,12715.52,-1.74
144.70,0.24,12717.85,-1.74
144.80,0.24,12719.12,-1.74
144.90,0.24,12721.19,-1.74
145.00,0.24,12724.42,-1.74
145.10,0.24,12725.01,-1.74
145.20,0.24,12726.78,-1.74
145.30,0.24,12727.54,-1.74
145.40,0.24,12729.71,-1.74
145.50,0.24,12732.72,-1.75
145.60,0.24,12734.07,-1.75
145.70,0.24,12735.85,-1.75
145.80,0.24,12736.63,-1.75
145.90,0.24,12737.99,-1.75
146.00,0.24,12740.48,-1.75
146.10,0.24,12742.45,-1.75
146.20,0.24,12744.32,-1.75
146.30,0.24,12745.32,-1.75
146.40,0.24,12748.03,-1.75
146.50,0.24,12749.19,-1.75
146.60,0.24,12751.27,-1.75
146.70,0.24,12754.66,-1.75
146.80,0.24,12754.59,-1.75
146.90,0.24,12756.84,-1.75
147.00,0.25,12757.42,-1.75
147.10,0.25,12759.29,-1.75
147.20,0.25,12761.62,-1.75
147.30,0.25,12762.97,-1.75
147.40,0.25,12764.75,-1.75
147.50,0.25,12765.90,-1.75
147.60,0.25,12767.26,-1.75
147.70,0.25,12770.25,-1.75
147.80,0.25,12772.37,-1.75
147.90,0.25,12773.83,-1.75
148.00,0.25,12774.21,-1.75
148.10,0.25,12775.35,-1.75
