Time (sec),Extension (in),Load (lbf),Strain 1 (%)
148.20,0.25,12777.76,-1.75
148.30,0.25,12780.23,-1.74
148.40,0.25,12782.98,-1.74
148.50,0.25,12782.63,-1.74
148.60,0.25,12784.41,-1.74
148.70,0.25,12785.95,-1.74
148.80,0.25,12787.55,-1.75
148.90,0.25,12791.38,-1.74
149.00,0.25,12791.84,-1.75
149.10,0.25,12793.25,-1.75
149.20,0.25,12795.13,-1.74
149.30,0.25,12796.27,-1.75
149.40,0.25,12799.56,-1.74
149.50,0.25,12800.66,-1.74
149.60,0.25,12801.57,-1.74
149.70,0.25,12802.76,-1.75
149.80,0.25,12803.74,-1.75
149.90,0.25,12806.72,-1.75
150.00,0.25,12808.65,-1.75
150.10,0.25,12811.04,-1.75
150.20,0.25,12811.41,-1.75
150.30,0.25,12811.96,-1.75
150.40,0.25,12814.07,-1.74
150.50,0.25,12816.01,-1.75
150.60,0.25,12819.48,-1.75
150.70,0.25,12820.37,-1.75
150.80,0.25,12820.86,-1.75
150.90,0.25,12822.24,-1.75
151.00,0.25,12823.72,-1.75
151.10,0.25,12826.07,-1.75
151.20,0.25,12828.43,-1.75
151.30,0.25,12828.76,-1.75
151.40,0.25,12830.47,-1.74
151.50,0.25,12831.82,-1.74
151.60,0.25,12834.49,-1.74
151.70,0.25,12835.81,-1.74
151.80,0.25,12838.06,-1.75
151.90,0.25,12839.47,-1.75
152.00,0.25,12839.53,-1.74
152.10,0.25,12842.33,-1.74
152.20,0.25,12843.14,-1.74
152.30,0.25,12845.28,-1.74
152.40,0.25,12846.82,-1.74
152.50,0.25,12847.58,-1.74
152.60,0.25,12850.04,-1.74
152.70,0.25,12851.37,-1.74
152.80,0.25,12853.66,-1.74
152.90,0.25,12855.57,-1.74
153.00,0.26,12855.78,-1.74
153.10,0.26,12857.54,-1.74
153.20,0.26,12858.56,-1.74
153.30,0.26,12860.40,-1.75
153.40,0.26,12863.19,-1.75
153.50,0.26,12864.48,-1.75
153.60,0.26,12865.65,-1.75
153.70,0.26,12865.84,-1.74
153.80,0.26,12867.93,-1.74
153.90,0.26,12869.74,-1.74
154.00,0.26,12871.99,-1.74
154.10,0.26,12873.87,-1.74
154.20,0.26,12873.62,-1.74
154.30,0.26,12875.88,-1.74
154.40,0.26,12877.17,-1.75
154.50,0.26,12879.02,-1.75
154.60,0.26,12881.85,-1.75
154.70,0.26,12882.01,-1.75
154.80,0.26,12883.93,-1.75
154.90,0.26,12885.17,-1.75
155.00,0.26,12886.10,-1.74
155.10,0.26,12889.83,-1.75
155.20,0.26,12890.79,-1.75
155.30,0.26,12892.25,-1.75
155.40,0.26,12893.11,-1.75
155.50,0.26,12894.34,-1.75
155.60,0.26,12897.10,-1.75
155.70,0.26,12899.02,-1.75
155.80,0.26,12900.66,-1.75
155.90,0.26,12900.72,-1.75
156.00,0.26,12902.10,-1.75
156.10,0.26,12903.72,-1.75
156.20,0.26,12905.60,-1.75
156.30,0.26,12908.31,-1.75
156.40,0.26,12908.10,-1.75
156.50,0.26,12909.24,-1.75
156.60,0.26,12910.95,-1.75
156.70,0.26,12912.41,-1.75
156.80,0.26,12915.20,-1.75
156.90,0.26,12916.16,-1.74
157.00,0.26,12917.42,-1.75
157.10,0.26,12919.43,-1.74
157.20,0.26,12920.03,-1.75
157.30,0.26,12923.25,-1.75
157.40,0.26,12924.07,-1.75
157.50,0.26,12925.10,-1.75
157.60,0.26,12925.94,-1.75
157.70,0.26,12927.11,-1.74
157.80,0.26,12929.24,-1.74
157.90,0.26,12931.32,-1.74
158.00,0.26,12933.83,-1.74
158.10,0.26,12933.35,-1.74
158.20,0.26,12934.37,-1.74
158.30,0.26,12936.70,-1.74
158.40,0.26,12938.30,-1.74
158.50,0.26,12940.91,-1.74
158.60,0.26,12941.89,-1.74
158.70,0.26,12941.91,-1.74
158.80,0.26,12943.15,-1.74
158.90,0.26,12944.42,-1.75
159.00,0.27,12947.30,-1.75
159.10,0.27,12948.72,-1.75
159.20,0.27,12949.80,-1.75
159.30,0.27,12951.40,-1.75
159.40,0.27,12952.01,-1.75
159.50,0.27,12954.57,-1.75
159.60,0.27,12956.29,-1.75
159.70,0.27,12958.19,-1.75
159.80,0.27,12959.00,-1.75
159.90,0.27,12959.97,-1.75
160.00,0.27,12961.83,-1.75
160.10,0.27,12962.67,-1.75
160.20,0.27,12965.13,-1.75
160.30,0.27,12966.49,-1.75
160.40,0.27,12966.84,-1.75
160.50,0.27,12968.89,-1.75
160.60,0.27,12969.51,-1.75
160.70,0.27,12971.94,-1.74
160.80,0.27,12974.23,-1.75
160.90,0.27,12974.05,-1.74
161.00,0.27,12976.46,-1.75
161.10,0.27,12977.37,-1.75
161.20,0.27,12979.29,-1.75
161.30,0.27,12981.24,-1.75
161.40,0.27,12981.93,-1.75
161.50,0.27,12983.56,-1.75
161.60,0.27,12984.45,-1.75
161.70,0.27,12986.27,-1.75
161.80,0.27,12987.92,-1.75
161.90,0.27,12989.88,-1.75
162.00,0.27,12990.81,-1.75
162.10,0.27,12991.33,-1.74
162.20,0.27,12994.01,-1.75
162.30,0.27,12994.74,-1.75
162.40,0.27,12996.41,-1.74
162.50,0.27,12999.07,-1.75
162.60,0.27,12998.49,-1.75
162.70,0.27,12999.96,-1.75
162.80,0.27,13001.18,-1.74
162.90,0.27,13002.74,-1.75
163.00,0.27,13005.37,-1.74
163.10,0.27,13006.85,-1.74
163.20,0.27,13008.10,-1.74
163.30,0.27,13008.13,-1.74
163.40,0.27,13009.98,-1.74
163.50,0.27,13012.12,-1.74
163.60,0.27,13014.06,-1.74
163.70,0.27,13015.09,-1.74
163.80,0.27,13015.32,-1.75
163.90,0.27,13016.59,-1.74
164.00,0.27,13017.63,-1.75
164.10,0.27,13019.90,-1.75
164.20,0.27,13022.16,-1.75
164.30,0.27,13022.00,-1.75
164.40,0.27,13024.03,-1.75
164.50,0.27,13025.65,-1.75
164.60,0.27,13026.05,-1.75
164.70,0.27,13029.53,-1.75
164.80,0.27,13029.75,-1.75
164.90,0.27,13030.88,-1.75
165.00,0.28,13032.10,-1.75
165.10,0.28,13033.37,-1.75
165.20,0.28,13035.50,-1.75
165.30,0.28,13036.44,-1.75
165.40,0.28,13037.97,-1.75
165.50,0.28,13038.45,-1.75
165.60,0.28,13039.71,-1.75
165.70,0.28,13041.82,-1.74
165.80,0.28,13042.85,-1.75
165.90,0.28,13045.39,-1.74
166.00,0.28,13045.44,-1.74
166.10,0.28,13045.90,-1.74
166.20,0.28,13048.50,-1.74
166.30,0.28,13049.73,-1.74
166.40,0.28,13052.06,-1.74
166.50,0.28,13052.37,-1.75
166.60,0.28,13052.63,-1.74
166.70,0.28,13054.26,-1.74
166.80,0.28,13055.70,-1.74
166.90,0.28,13058.54,-1.74
167.00,0.28,13059.76,-1.74
167.10,0.28,13060.89,-1.75
167.20,0.28,13060.95,-1.75
167.30,0.28,13062.18,-1.75
167.40,0.28,13065.55,-1.75
167.50,0.28,13065.85,-1.75
167.60,0.28,13068.12,-1.75
167.70,0.28,13068.30,-1.75
167.80,0.28,13068.45,-1.74
167.90,0.28,13070.77,-1.74
168.00,0.28,13072.25,-1.74
168.10,0.28,13074.71,-1.74
168.20,0.28,13075.65,-1.74
168.30,0.28,13076.01,-1.74
168.40,0.28,13077.72,-1.74
168.50,0.28,13078.12,-1.74
168.60,0.28,13080.46,-1.75
168.70,0.28,13082.17,-1.75
168.80,0.28,13082.38,-1.75
168.90,0.28,13083.72,-1.75
169.00,0.28,13084.61,-1.75
169.10,0.28,13086.74,-1.75
169.20,0.28,13088.00,-1.75
169.30,0.28,13089.72,-1.75
169.40,0.28,13090.37,-1.75
169.50,0.28,13090.85,-1.75
169.60,0.28,13093.35,-1.75
169.70,0.28,13094.63,-1.75
169.80,0.28,13096.10,-1.75
169.90,0.28,13097.79,-1.75
170.00,0.28,13097.73,-1.75
170.10,0.28,13100.05,-1.75
170.20,0.28,13100.26,-1.75
170.30,0.28,13102.20,-1.75
170.40,0.28,13104.76,-1.75
170.50,0.28,13104.23,-1.75
170.60,0.28,13106.33,-1.75
170.70,0.28,13106.77,-1.75
170.80,0.28,13108.14,-1.75
170.90,0.28,13110.93,-1.75
171.00,0.29,13111.89,-1.75
171.10,0.29,13112.55,-1.75
171.20,0.29,13113.07,-1.75
171.30,0.29,13114.65,-1.75
171.40,0.29,13115.99,-1.75
171.50,0.29,13117.86,-1.75
171.60,0.29,13119.41,-1.75
171.70,0.29,13119.30,-1.75
171.80,0.29,13120.56,-1.75
171.90,0.29,13122.07,-1.75
172.00,0.29,13123.56,-1.75
172.10,0.29,13126.51,-1.75
172.20,0.29,13126.38,-1.75
172.30,0.29,13127.99,-1.75
172.40,0.29,13128.77,-1.75
172.50,0.29,13129.36,-1.75
172.60,0.29,13132.86,-1.75
172.70,0.29,13132.81,-1.75
172.80,0.29,13134.45,-1.75
172.90,0.29,13134.76,-1.75
173.00,0.29,13135.57,-1.75
173.10,0.29,13137.23,-1.75
173.20,0.29,13139.06,-1.75
173.30,0.29,13140.32,-1.74
173.40,0.29,13140.23,-1.74
173.50,0.29,13141.54,-1.74
173.60,0.29,13143.05,-1.74
173.70,0.29,13144.83,-1.74
173.80,0.29,13147.74,-1.74
173.90,0.29,13147.52,-1.75
174.00,0.29,13147.99,-1.74
174.10,0.29,13149.67,-1.75
174.20,0.29,13150.28,-1.75
174.30,0.29,13153.23,-1.75
174.40,0.29,13153.43,-1.75
174.50,0.29,13154.21,-1.75
174.60,0.29,13155.15,-1.75
174.70,0.29,13156.33,-1.75
174.80,0.29,13159.33,-1.75
174.90,0.29,13160.13,-1.75
175.00,0.29,13161.31,-1.75
175.10,0.29,13161.80,-1.75
175.20,0.29,13162.74,-1.75
175.30,0.29,13164.82,-1.75
175.40,0.29,13165.58,-1.75
175.50,0.29,13167.98,-1.74
175.60,0.29,13167.73,-1.75
175.70,0.29,13168.25,-1.75
175.80,0.29,13170.82,-1.75
175.90,0.29,13171.52,-1.75
176.00,0.29,13174.32,-1.75
176.10,0.29,13175.29,-1.75
176.20,0.29,13175.25,-1.75
176.30,0.29,13176.85,-1.75
176.40,0.29,13177.23,-1.75
176.50,0.29,13179.48,-1.75
176.60,0.29,13181.59,-1.75
176.70,0.29,13181.89,-1.75
176.80,0.29,13182.81,-1.75
176.90,0.29,13183.75,-1.75
177.00,0.30,13184.97,-1.75
177.10,0.30,13186.48,-1.75
177.20,0.30,13187.51,-1.75
177.30,0.30,13188.34,-1.75
177.40,0.30,13189.16,-1.75
177.50,0.30,13190.92,-1.75
177.60,0.30,13191.44,-1.75
177.70,0.30,13193.85,-1.75
177.80,0.30,13194.97,-1.75
177.90,0.30,13194.55,-1.75
178.00,0.30,13197.35,-1.75
178.10,0.30,13197.38,-1.75
178.20,0.30,13199.11,-1.75
178.30,0.30,13201.38,-1.75
178.40,0.30,13201.53,-1.75
178.50,0.30,13202.71,-1.75
178.60,0.30,13202.99,-1.74
178.70,0.30,13204.47,-1.74
178.80,0.30,13206.54,-1.74
178.90,0.30,13207.74,-1.74
179.00,0.30,13208.67,-1.75
179.10,0.30,13209.41,-1.74
179.20,0.30,13210.40,-1.74
179.30,0.30,13211.92,-1.74
179.40,0.30,13213.36,-1.75
179.50,0.30,13214.78,-1.74
179.60,0.30,13214.28,-1.75
179.70,0.30,13216.15,-1.75
179.80,0.30,13216.65,-1.75
179.90,0.30,13217.80,-1.75
180.00,0.30,13220.64,-1.75
180.10,0.30,13220.36,-1.75
180.20,0.30,13221.82,-1.75
180.30,0.30,13222.50,-1.75
180.40,0.30,13223.57,-1.75
180.50,0.30,13225.88,-1.75
180.60,0.30,13226.85,-1.75
180.70,0.30,13228.17,-1.75
180.80,0.30,13228.31,-1.75
180.90,0.30,13229.15,-1.75
181.00,0.30,13231.23,-1.75
181.10,0.30,13232.37,-1.75
181.20,0.30,13234.06,-1.75
181.30,0.30,13233.64,-1.75
181.40,0.30,13234.36,-1.75
181.50,0.30,13236.14,-1.75
181.60,0.30,13237.15,-1.75
181.70,0.30,13239.65,-1.75
181.80,0.30,13239.74,-1.75
181.90,0.30,13240.39,-1.75
182.00,0.30,13241.22,-1.75
182.10,0.30,13242.51,-1.75
182.20,0.30,13244.74,-1.75
182.30,0.30,13245.95,-1.75
182.40,0.30,13246.64,-1.75
182.50,0.30,13247.19,-1.75
182.60,0.30,13248.20,-1.74
182.70,0.30,13249.52,-1.75
182.80,0.30,13250.73,-1.75
182.90,0.30,13252.60,-1.75
183.00,0.31,13252.61,-1.75
183.10,0.31,13253.32,-1.75
183.20,0.31,13255.36,-1.75
183.30,0.31,13255.68,-1.75
183.40,0.31,13257.91,-1.75
183.50,0.31,13258.03,-1.75
183.60,0.31,13258.73,-1.75
183.70,0.31,13260.49,-1.75
183.80,0.31,13260.99,-1.75
183.90,0.31,13263.78,-1.75
184.00,0.31,13264.15,-1.75
184.10,0.31,13264.05,-1.75
184.20,0.31,13265.63,-1.75
184.30,0.31,13266.56,-1.74
184.40,0.31,13268.66,-1.75
184.50,0.31,13270.73,-1.74
184.60,0.31,13270.76,-1.75
184.70,0.31,13271.25,-1.74
184.80,0.31,13271.96,-1.75
184.90,0.31,13273.78,-1.74
185.00,0.31,13274.39,-1.74
185.10,0.31,13276.31,-1.74
185.20,0.31,13276.96,-1.75
185.30,0.31,13276.96,-1.74
185.40,0.31,13278.93,-1.74
185.50,0.31,13279.04,-1.75
185.60,0.31,13281.59,-1.74
185.70,0.31,13282.64,-1.75
185.80,0.31,13282.77,-1.74
185.90,0.31,13284.20,-1.75
186.00,0.31,13283.93,-1.74
186.10,0.31,13285.73,-1.75
186.20,0.31,13287.87,-1.74
186.30,0.31,13288.22,-1.75
186.40,0.31,13289.60,-1.75
186.50,0.31,13289.69,-1.75
186.60,0.31,13290.76,-1.75
186.70,0.31,13292.42,-1.75
186.80,0.31,13293.47,-1.75
186.90,0.31,13295.00,-1.75
187.00,0.31,13294.89,-1.75
187.10,0.31,13296.93,-1.75
187.20,0.31,13297.41,-1.75
187.30,0.31,13298.45,-1.75
187.40,0.31,13300.42,-1.75
187.50,0.31,13300.03,-1.75
187.60,0.31,13301.46,-1.75
187.70,0.31,13302.00,-1.75
187.80,0.31,13303.85,-1.75
187.90,0.31,13305.98,-1.75
188.00,0.31,13306.06,-1.75
188.10,0.31,13307.59,-1.75
188.20,0.31,13307.28,-1.75
188.30,0.31,13307.79,-1.75
188.40,0.31,13310.08,-1.75
188.50,0.31,13311.01,-1.75
188.60,0.31,13311.51,-1.75
188.70,0.31,13312.22,-1.75
188.80,0.31,13313.68,-1.75
188.90,0.31,13315.26,-1.75
189.00,0.32,13316.63,-1.75
189.10,0.32,13318.22,-1.75
189.20,0.32,13317.57,-1.75
189.30,0.32,13318.81,-1.75
189.40,0.32,13320.27,-1.75
189.50,0.32,13321.21,-1.75
189.60,0.32,13323.37,-1.75
189.70,0.32,13323.28,-1.75
189.80,0.32,13323.98,-1.75
189.90,0.32,13324.43,-1.75
190.00,0.32,13325.57,-1.75
190.10,0.32,13328.16,-1.75
190.20,0.32,13328.36,-1.75
190.30,0.32,13329.40,-1.75
190.40,0.32,13329.97,-1.75
190.50,0.32,13330.24,-1.75
190.60,0.32,13332.71,-1.75
190.70,0.32,13333.78,-1.75
190.80,0.32,13335.28,-1.75
190.90,0.32,13334.72,-1.75
191.00,0.32,13335.83,-1.75
191.10,0.32,13337.51,-1.75
191.20,0.32,13338.01,-1.75
191.30,0.32,13340.42,-1.75
191.40,0.32,13340.44,-1.75
191.50,0.32,13340.81,-1.75
191.60,0.32,13342.55,-1.75
191.70,0.32,13343.02,-1.75
191.80,0.32,13345.47,-1.75
191.90,0.32,13346.16,-1.75
192.00,0.32,13346.38,-1.75
192.10,0.32,13347.46,-1.75
192.20,0.32,13347.83,-1.75
192.30,0.32,13349.63,-1.75
192.40,0.32,13350.98,-1.75
192.50,0.32,13351.68,-1.74
192.60,0.32,13352.36,-1.74
192.70,0.32,13352.92,-1.74
192.80,0.32,13355.21,-1.74
192.90,0.32,13355.68,-1.74
193.00,0.32,13357.81,-1.74
193.10,0.32,13357.32,-1.74
193.20,0.32,13357.09,-1.75
193.30,0.32,13359.68,-1.75
193.40,0.32,13359.91,-1.75
193.50,0.32,13362.37,-1.75
193.60,0.32,13362.68,-1.75
193.70,0.32,13362.36,-1.75
193.80,0.32,13363.25,-1.75
193.90,0.32,13364.15,-1.75
194.00,0.32,13365.58,-1.75
194.10,0.32,13367.26,-1.75
194.20,0.32,13367.83,-1.75
194.30,0.32,13368.16,-1.75
194.40,0.32,13368.34,-1.75
194.50,0.32,13370.00,-1.75
194.60,0.32,13371.18,-1.75
194.70,0.32,13372.21,-1.75
194.80,0.32,13373.43,-1.75
194.90,0.32,13373.31,-1.75
195.00,0.33,13374.98,-1.75
195.10,0.33,13375.47,-1.75
195.20,0.33,13376.96,-1.75
195.30,0.33,13378.18,-1.75
195.40,0.33,13377.95,-1.75
195.50,0.33,13379.93,-1.75
195.60,0.33,13380.42,-1.75
195.70,0.33,13381.84,-1.75
195.80,0.33,13383.65,-1.75
195.90,0.33,13383.95,-1.75
196.00,0.33,13384.93,-1.75
196.10,0.33,13384.75,-1.75
196.20,0.33,13386.63,-1.75
196.30,0.33,13388.38,-1.75
196.40,0.33,13388.55,-1.75
196.50,0.33,13389.73,-1.75
196.60,0.33,13388.76,-1.75
196.70,0.33,13389.89,-1.75
196.80,0.33,13392.03,-1.75
196.90,0.33,13393.20,-1.75
197.00,0.33,13394.90,-1.75
197.10,0.33,13393.67,-1.75
197.20,0.33,13394.85,-1.75
197.30,0.33,13396.71,-1.75
197.40,0.33,13397.85,-1.75
197.50,0.33,13399.92,-1.75
197.60,0.33,13399.75,-1.75
197.70,0.33,13399.77,-1.75
197.80,0.33,13400.23,-1.75
197.90,0.33,13401.05,-1.75
198.00,0.33,13403.62,-1.75
198.10,0.33,13404.80,-1.75
198.20,0.33,13405.20,-1.75
198.30,0.33,13405.19,-1.75
198.40,0.33,13405.52,-1.75
198.50,0.33,13407.84,-1.75
198.60,0.33,13409.05,-1.75
198.70,0.33,13410.37,-1.75
198.80,0.33,13409.03,-1.75
198.90,0.33,13409.93,-1.75
199.00,0.33,13410.95,-1.75
199.10,0.33,13413.11,-1.75
199.20,0.33,13415.25,-1.75
199.30,0.33,13414.25,-1.75
199.40,0.33,13414.55,-1.75
199.50,0.33,13415.80,-1.75
199.60,0.33,13416.32,-1.75
199.70,0.33,13418.94,-1.75
199.80,0.33,13419.84,-1.75
199.90,0.33,13419.59,-1.75
200.00,0.33,13420.29,-1.75
200.10,0.33,13420.40,-1.75
200.20,0.33,13423.07,-1.75
200.30,0.33,13423.92,-1.75
200.40,0.33,13425.16,-1.75
200.50,0.33,13424.53,-1.74
200.60,0.33,13424.93,-1.75
200.70,0.33,13426.97,-1.75
200.80,0.33,13427.64,-1.75
200.90,0.33,13429.45,-1.75
201.00,0.34,13429.21,-1.75
201.10,0.34,13429.31,-1.75
201.20,0.34,13430.87,-1.75
201.30,0.34,13431.37,-1.75
201.40,0.34,13433.46,-1.75
201.50,0.34,13433.80,-1.75
201.60,0.34,13432.88,-1.75
201.70,0.34,13434.71,-1.75
201.80,0.34,13435.12,-1.75
201.90,0.34,13437.29,-1.75
202.00,0.34,13439.06,-1.75
202.10,0.34,13438.80,-1.75
202.20,0.34,13439.47,-1.75
202.30,0.34,13439.51,-1.75
202.40,0.34,13441.36,-1.75
202.50,0.34,13442.78,-1.75
202.60,0.34,13444.23,-1.75
202.70,0.34,13444.16,-1.75
202.80,0.34,13444.12,-1.75
202.90,0.34,13445.35,-1.75
203.00,0.34,13445.93,-1.75
203.10,0.34,13447.44,-1.75
203.20,0.34,13449.06,-1.75
203.30,0.34,13448.54,-1.75
203.40,0.34,13450.21,-1.75
203.50,0.34,13450.46,-1.74
203.60,0.34,13452.48,-1.74
203.70,0.34,13454.43,-1.74
203.80,0.34,13453.91,-1.74
203.90,0.34,13454.92,-1.74
204.00,0.34,13454.44,-1.74
204.10,0.34,13455.16,-1.75
204.20,0.34,13456.89,-1.74
204.30,0.34,13458.32,-1.75
204.40,0.34,13458.93,-1.75
204.50,0.34,13458.39,-1.75
204.60,0.34,13459.48,-1.75
204.70,0.34,13459.87,-1.75
204.80,0.34,13461.55,-1.75
204.90,0.34,13463.34,-1.75
205.00,0.34,13462.87,-1.75
205.10,0.34,13463.96,-1.75
205.20,0.34,13464.90,-1.75
205.30,0.34,13464.97,-1.75
205.40,0.34,13467.53,-1.75
205.50,0.34,13467.60,-1.75
205.60,0.34,13468.64,-1.75
205.70,0.34,13468.72,-1.75
205.80,0.34,13469.31,-1.75
205.90,0.34,13471.80,-1.75
206.00,0.34,13472.28,-1.75
206.10,0.34,13473.21,-1.75
206.20,0.34,13472.79,-1.75
206.30,0.34,13473.84,-1.75
206.40,0.34,13474.70,-1.75
206.50,0.34,13476.44,-1.74
206.60,0.34,13477.91,-1.75
206.70,0.34,13476.53,-1.74
206.80,0.34,13477.01,-1.75
206.90,0.34,13478.54,-1.75
207.00,0.35,13479.13,-1.74
207.10,0.35,13481.38,-1.74
207.20,0.35,13481.07,-1.74
207.30,0.35,13480.90,-1.74
207.40,0.35,13481.55,-1.74
207.50,0.35,13482.62,-1.74
207.60,0.35,13485.25,-1.75
207.70,0.35,13486.08,-1.74
207.80,0.35,13486.26,-1.74
207.90,0.35,13486.19,-1.75
208.00,0.35,13486.41,-1.74
208.10,0.35,13488.80,-1.74
208.20,0.35,13489.49,-1.75
208.30,0.35,13491.11,-1.75
208.40,0.35,13490.59,-1.74
208.50,0.35,13490.87,-1.74
208.60,0.35,13492.40,-1.75
208.70,0.35,13493.03,-1.75
208.80,0.35,13495.28,-1.75
208.90,0.35,13495.17,-1.75
209.00,0.35,13494.51,-1.75
209.10,0.35,13496.51,-1.75
209.20,0.35,13496.29,-1.75
209.30,0.35,13497.54,-1.75
209.40,0.35,13498.50,-1.75
209.50,0.35,13498.54,-1.75
209.60,0.35,13499.13,-1.75
209.70,0.35,13499.91,-1.75
209.80,0.35,13501.31,-1.75
209.90,0.35,13502.27,-1.75
210.00,0.35,13503.45,-1.75
210.10,0.35,13503.30,-1.75
210.20,0.35,13503.68,-1.75
210.30,0.35,13505.08,-1.75
210.40,0.35,13506.14,-1.75
210.50,0.35,13507.38,-1.75
210.60,0.35,13507.53,-1.75
210.70,0.35,13507.64,-1.75
210.80,0.35,13509.16,-1.75
210.90,0.35,13509.12,-1.74
211.00,0.35,13510.85,-1.75
211.10,0.35,13512.18,-1.75
211.20,0.35,13511.07,-1.74
211.30,0.35,13512.15,-1.75
211.40,0.35,13512.29,-1.75
211.50,0.35,13514.48,-1.74
211.60,0.35,13516.44,-1.75
211.70,0.35,13516.94,-1.75
211.80,0.35,13516.98,-1.75
211.90,0.35,13516.42,-1.75
212.00,0.35,13517.68,-1.75
212.10,0.35,13519.34,-1.75
212.20,0.35,13520.16,-1.75
212.30,0.35,13521.32,-1.75
212.40,0.35,13520.73,-1.75
212.50,0.35,13521.49,-1.75
212.60,0.35,13522.07,-1.75
212.70,0.35,13523.86,-1.75
212.80,0.35,13525.82,-1.74
212.90,0.35,13524.72,-1.75
213.00,0.36,13526.10,-1.75
213.10,0.36,13526.23,-1.75
213.20,0.36,13526.46,-1.75
213.30,0.36,13528.84,-1.75
213.40,0.36,13528.27,-1.74
213.50,0.36,13529.25,-1.75
213.60,0.36,13529.42,-1.75
213.70,0.36,13530.56,-1.75
213.80,0.36,13532.01,-1.74
213.90,0.36,13532.84,-1.75
214.00,0.36,13534.00,-1.74
214.10,0.36,13532.99,-1.75
214.20,0.36,13534.06,-1.75
214.30,0.36,13535.38,-1.75
214.40,0.36,13536.35,-1.74
214.50,0.36,13537.29,-1.75
214.60,0.36,13536.68,-1.75
214.70,0.36,13537.41,-1.74
214.80,0.36,13538.10,-1.75
214.90,0.36,13539.38,-1.75
215.00,0.36,13541.56,-1.75
215.10,0.36,13540.55,-1.75
215.20,0.36,13541.33,-1.75
215.30,0.36,13541.62,-1.75
215.40,0.36,13542.17,-1.75
215.50,0.36,13544.18,-1.75
215.60,0.36,13544.86,-1.75
215.70,0.36,13545.31,-1.75
215.80,0.36,13544.95,-1.75
215.90,0.36,13546.00,-1.75
216.00,0.36,13547.58,-1.75
216.10,0.36,13548.93,-1.75
216.20,0.36,13550.55,-1.75
216.30,0.36,13549.93,-1.75
216.40,0.36,13549.93,-1.75
216.50,0.36,13550.98,-1.75
216.60,0.36,13551.40,-1.75
216.70,0.36,13553.64,-1.75
216.80,0.36,13552.92,-1.75
216.90,0.36,13553.10,-1.75
217.00,0.36,13554.44,-1.75
217.10,0.36,13554.09,-1.75
217.20,0.36,13556.46,-1.75
